Title,Publication Date,URL,Summary,Author,Section,Tags,Cleaned_Summary
"Trump and Harris head to North Carolina today, and Pence speaks in New Hampshire and Ohio.",2020-10-21T13:48:53+0000,https://www.nytimes.com/2020/10/21/us/elections/trump-and-harris-head-to-north-carolina-today-and-pence-speaks-in-new-hampshire-and-ohio.html,"There are 13 days until Election Day. Here are the schedules of the presidential and vice-presidential candidates for Wednesday, Oct. 21. All times are Eastern time.",,U.S.,,days election day schedules presidential candidates wednesday times eastern time
Harris tells Texas Democrats they’re ‘American patriots’ for holding off G.O.P. voting bill.,2021-06-16T16:47:22+0000,https://www.nytimes.com/2021/06/16/us/politics/harris-texas-democrats-voting-rights.html,It was the first high-profile meeting that the vice president had hosted since President Biden named her the leader of the administration’s broad efforts to protect voting rights.,By Katie Rogers,U.S.,"Harris, Kamala D, United States Politics and Government, Texas",first meeting vice president hosted since president biden named leader administration broad efforts protect voting rights
"‘We Are on the Right Side of History,’ Harris Says on Roe’s 50th Anniversary",2023-01-22T20:57:45+0000,https://www.nytimes.com/2023/01/22/us/politics/kamala-harris-abortion-roe-v-wade.html,The vice president said the Biden administration was “fighting back” against reproductive health restrictions by directing several federal agencies to explore how to support access to the abortion pill.,By Katie Rogers,U.S.,"United States Politics and Government, Abortion, Law and Legislation, State Legislatures, Executive Orders and Memorandums, Roe v Wade (Supreme Court Decision), Abortion Drugs, Women and Girls, Food and Drug Administration, Health and Human Services Department, Planned Parenthood Federation of America, Republican Party, Biden, Joseph R Jr, DeSantis, Ron, Harris, Kamala D, Florida",vice president said biden administration fighting back reproductive health restrictions directing several federal agencies explore support access abortion pill
"Today: Trump and Harris head to Arizona, Pence to Wisconsin and Michigan, Biden speaks on the virus.",2020-10-28T12:08:36+0000,https://www.nytimes.com/2020/10/28/us/elections/today-trump-and-harris-head-to-arizona-pence-to-wisconsin-and-michigan-biden-speaks-on-the-virus.html,"There are six days until Election Day. Here are the daily schedules of the presidential and vice-presidential candidates for Wednesday, Oct. 28. All times are Eastern time.",By Matt Stevens,U.S.,,six days election day daily schedules presidential candidates wednesday times eastern time
"In Munich, Harris Aims to Reassure European Allies as Trump Disparages NATO",2024-02-15T21:41:24+0000,https://www.nytimes.com/2024/02/15/us/politics/kamala-harris-munich.html,"Vice President Kamala Harris will argue that global partnerships are critical to U.S. security, not a burden to be lightly discarded, officials said.",By Peter Baker,U.S.,"Harris, Kamala D, Blinken, Antony J, Biden, Joseph R Jr, Munich (Germany), United States International Relations, Russian Invasion of Ukraine (2022), Foreign Aid, North Atlantic Treaty Organization",vice president kamala harris argue global partnerships critical security burden lightly discarded officials said
"Daily schedules: Trump and Biden in Minnesota and Wisconsin, Harris in Texas, Pence in Arizona.",2020-10-30T15:03:48+0000,https://www.nytimes.com/2020/10/30/us/elections/daily-schedules-trump-and-biden-in-minnesota-and-wisconsin-harris-in-texas-pence-in-arizona.html,"There are four days until Election Day. Here are the schedules of the presidential and vice-presidential candidates for Friday, Oct. 30. All times are Eastern time.",By Glenn Thrush,U.S.,,four days election day schedules presidential candidates friday times eastern time
How Does Harris View Big Business? Her Time as California’s Top Lawyer Offers Clues,2020-10-30T13:49:33+0000,https://www.nytimes.com/2020/10/30/business/kamala-harris-california-business.html,"As attorney general for six years, Kamala Harris took a moderate, realpolitik approach to going after big business, aides say.",By Kate Kelly,Business Day,"Presidential Election of 2020, Banking and Financial Institutions, United States Politics and Government, Attorneys General, Mortgages, Vice Presidents and Vice Presidency (US), Ackman, William A, Biden, Joseph R Jr, Emhoff, Douglas C, Harris, Kamala D, Icahn, Carl C, Trump, Donald J, California, The Truths We Hold: An American Journey (Book)",attorney general six years kamala harris took moderate realpolitik approach going big business aides say
Harris Asked to Lead on Voting Rights. She Has Her Work Cut Out for Her.,2021-06-03T14:12:30+0000,https://www.nytimes.com/2021/06/03/us/politics/kamala-harris-voting-rights-laws.html,Her new role comes as the Senate enters a crucial month in the Democratic drive to enact the most extensive elections overhaul in a generation.,By Katie Rogers and Nicholas Fandos,U.S.,"Biden, Joseph R Jr, Harris, Kamala D, Manchin, Joe III, Sinema, Kyrsten, Democratic Party, Republican Party, House of Representatives, Senate, Filibusters and Debate Curbs, United States Politics and Government, Voter Registration and Requirements, Voting Rights Act (1965)",new role comes senate enters crucial month democratic drive enact extensive elections overhaul generation
"Night 3 of the convention focused on policy, and Harris made history.",2020-08-20T12:01:36+0000,https://www.nytimes.com/2020/08/20/us/elections/night-3-of-the-convention-focused-on-policy-and-harris-made-history.html,"Democrats formally nominated Senator Kamala Harris for the vice presidency on Wednesday night, placing a woman of color on a major party ticket for the first time and showcasing the diversity of race and gender they believe will energize their coalition to defeat President Trump in the fall.",By Astead W. Herndon and Lisa Lerer,U.S.,,democrats formally nominated senator kamala harris vice presidency wednesday night placing woman color major party ticket first time showcasing diversity race gender believe energize coalition defeat president trump fall
Harris Pushes for Pause in Fighting in Meeting With Top Israeli Official,2024-03-04T08:15:12+0000,https://www.nytimes.com/2024/03/04/world/middleeast/kamala-harris-gantz-israel-cease-fire.html,"In a White House meeting on Monday afternoon with Benny Gantz, a member of Israel’s war cabinet, the vice president also focused on the need for a deal to free hostages.","By Michael D. Shear, Zolan Kanno-Youngs and Erica L. Green",World,"Israel-Gaza War (2023- ), Palestinians, United States Politics and Government, Kidnapping and Hostages, Hamas, Palestinian Authority, Harris, Kamala D, Gantz, Benny, Biden, Joseph R Jr, Gaza Strip, Israel, Rafah (Gaza Strip)",white house meeting monday afternoon benny gantz member israel war cabinet vice president also focused need deal free hostages
‘Finally the Country Sees Us’: Some Women of Color Cheer Harris’s Rise,2020-08-19T07:00:10+0000,https://www.nytimes.com/2020/08/19/us/kamala-harris-women-voters.html,"In Kamala Harris, many women of color see a successful vice-presidential candidate standing atop a mountain of firsts — but also facing a gender and racial minefield.","By Audra D. S. Burch, Jennifer Medina and Evan Nicole Brown",U.S.,"Presidential Election of 2020, Harris, Kamala D, Black People, Blacks, Asian-Americans, Women and Girls, Democratic National Convention",kamala harris many women color see successful candidate standing atop mountain firsts also facing gender racial minefield
Harris halts in-person campaigning after an aide tests positive for the coronavirus.,2020-10-15T13:52:37+0000,https://www.nytimes.com/2020/10/15/us/elections/biden-staff-coronavirus.html,Kamala Harris canceled in-person campaigning through Sunday after her communications director and a member of her flight crew tested positive for the coronavirus.,By Thomas Kaplan and Katie Glueck,U.S.,,kamala harris canceled campaigning sunday communications director member flight crew tested positive coronavirus
"The Zoom Election, Google DeepMind’s Math Olympiad and HatGPT Olympics Edition",2024-08-02T09:05:37+0000,https://www.nytimes.com/2024/08/02/podcasts/hard-fork-zoom-election-deepmind-math-hatgpt-olympics.html,Every presidential election has a defining technology.,"By Kevin Roose, Casey Newton, Whitney Jones, Rachel Cohn, Jen Poyant, Alyssa Moxley, Dan Powell, Elisheba Ittoop, Marion Lozano, Rowan Niemisto and Diane Wong",Podcasts,"Science and Technology, Harris, Kamala D, Trump, Donald J, Zoom Video Communications, X (Formerly Twitter), Olympic Games, Olympic Games (2024), Artificial Intelligence, Google Inc, DeepMind Technologies Ltd",every presidential election defining technology
Biden and Harris met with Pelosi and Schumer in Delaware to discuss Covid-19 aid.,2020-11-20T13:31:43+0000,https://www.nytimes.com/2020/11/20/us/politics/biden-and-harris-met-with-pelosi-and-schumer-in-delaware-to-discuss-covid-19-aid.html,"Ms. Pelosi gave Mr. Biden a white orchid to celebrate his 78th birthday, according to an aide.","By Michael Crowley, Nicholas Fandos and Pranshu Verma",U.S.,,pelosi gave biden white orchid celebrate birthday according aide
"Momentum for Harris, Big Haul for Buttigieg: This Week in the 2020 Race",2019-07-06T09:00:12+0000,https://www.nytimes.com/2019/07/06/us/politics/kamala-harris-polls-democrats-fundraising.html,"Kamala Harris gets a bump after the debates, Pete Buttigieg raises $24.8 million and Cory Booker unveils an immigration overhaul.",By Matt Stevens and Maggie Astor,U.S.,"Presidential Election of 2020, Debates (Political), Campaign Finance, Polls and Public Opinion",kamala harris gets bump debates pete buttigieg raises million cory booker unveils immigration overhaul
"Harris Meets Macron, Signaling a ‘New Era’ After Sub Snub, Both Say",2021-11-10T21:27:16+0000,https://www.nytimes.com/2021/11/10/world/europe/france-kamala-harris-macron.html,"In her vague assignment abroad, the vice president seems to be emphasizing that the U.S.-France relationship is about looking forward, in the wake of an embarrassing diplomatic spat.",By Katie Rogers,World,"United States International Relations, Politics and Government, Submarines and Submersibles, Harris, Kamala D, Macron, Emmanuel (1977- ), Biden, Joseph R Jr, France, United States, Australia",vague assignment abroad vice president seems emphasizing relationship looking forward wake embarrassing diplomatic spat
